ID,AUTHOR,DATE,CONTENT,CLASS
676,Arianna,2014-11-10T02:18:19,♫I know someone will see this ♥ I have a dream… I don’t have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help ♫ If you could possibly watch my videos it means the world to me ♥ Please thumbs this up so others can see… I appreciate it so much ♥♫ Please listen before you hate. Honestly i  appreciate it so much  You don’t have to love me just give this 17 year old a chance﻿,1
677,monal shah,2014-11-10T09:00:34,"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿",1
678,MagpiedudeGaming,2014-11-10T15:58:40,I hate videos like these with those poor animals.﻿,0
679,Cem Devecioğlu devecioğlu,2014-11-10T16:14:20,Hii youtube﻿,0
680,Karim Bazoka,2014-11-10T16:36:17,nice ..very nice﻿,0
681,makayla Yarborough,2014-11-10T17:00:11,I love this song!!!﻿,0
682,Nice Girl,2014-11-10T18:11:36,*KATY YOU ARE A SHIT GO DIE!!!!!ROAR IS A FLOOOOOOOOOOOOOOOOOOOOP*﻿,0
683,Jamie Breedlove,2014-11-10T18:18:04, I love your music ﻿,0
684,FudgePlaysMC,2014-11-10T18:18:08,My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿,0
685,Taina Boaventura,2015-06-04T17:16:09,curti? click here ?  https://www.facebook.com/demiilovatofas?ref=hl   https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl﻿,1
686,DIIL GANG,2015-06-04T19:02:10,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,1
687,Lauren And Victoria,2015-06-04T23:00:48,Come check out our parody of this!﻿,1
688,Those two boys,2015-06-05T03:15:10,Please subscribe to us and thank you﻿,1
689,Destiny Cable,2015-06-05T03:33:16,PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.html﻿,1
690,Portman P.,2015-06-05T10:04:47,"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿",1
691,sunny leone,2015-06-05T15:11:28,https://binbox.io/DNCkM#qT4Q1JB1﻿,1
692,KillerDan,2015-06-05T17:59:36,"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿",0
693,Julia Szefer,2015-06-05T18:13:30,Katty is the best! ! ! ! ﻿,0
694,Bader Awesome,2015-06-05T18:21:28,That was very good I mean very very much good ﻿,0
695,Kacy Cluley,2015-06-05T18:59:52,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,0
696,Kasia Fabisiewicz,2015-06-05T19:02:05,&lt;3﻿,0
697,Decio Alves Martins,2015-06-05T19:29:20,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",1
698,Rafi Hossain,2015-06-05T19:55:08,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,0
699,moaz adnan,2015-06-05T20:01:23,who is going to reach the billion first : katy or taylor ?﻿,0
700,Corey Wilson,2015-05-28T21:39:52.376000,"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿",0
701,Epic Gaming,2015-05-28T20:07:20.610000,wierd but funny﻿,0
702,LaS Music,2015-05-28T19:23:35.355000,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1
703,Cheryl Fox,2015-05-28T17:49:35.294000,Party Rock....lol...who wants to shuffle!!!﻿,0
704,PATRICK_TW,2015-05-28T16:28:26.818000,Party rock﻿,0
705,Brian Brai,2015-05-28T08:58:10.905000,Shuffle﻿,0
706,Brian Brai,2015-05-28T08:57:27.399000,Omg﻿,0
707,Alex DeFeo,2015-05-28T04:15:22.615000,This song is just really fun ﻿,0
708,Giovanni Jimenez,2015-05-28T03:52:56.877000,Awsome<br />﻿,0
709,Silvia Bascur,2015-05-28T03:26:23.957000,wow!!!!!! increible song!!!!!!!!!﻿,0
710,Michael Whiteside,2015-05-28T03:08:19.077000,I love this song so much﻿,0
711,yenis maría Rodríguez,2015-05-28T01:14:19.847000,2015 LIKEEE﻿,0
712,Alex Martin,2015-05-28T00:37:36.183000,I miss when people dressed like this.﻿,0
713,Alex Jansen,2015-05-28T00:04:06.940000,2011- the last year of decent music.﻿,0
714,Aiden Hill,2015-05-27T23:10:57.437000,Best song ever!!!!﻿,0
715,joe pepin-leblanc,2015-05-27T22:19:11.429000,"super nice, love musique﻿",0
716,bilal kenno,2015-05-27T20:47:16.351000,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
717,SoulInChains00,2015-05-27T18:28:25.926000,PARTY ROCK (8) ~﻿,0
718,Phương Linh Nguyễn Ngọc,2015-05-27T17:28:08.014000,Thumbs up if you watched it in 2011﻿,0
719,Gonzalo Ferrare,2015-05-27T16:50:10.276000,this is increidebl﻿,0
720,‫אסף שמש‬‎,2015-05-27T16:06:08.781000,LMFAO!!!!!!!!﻿,0
721,Henri Kameron,2015-05-27T15:44:45.019000,just :( superr!!!﻿,0
722,Lukas Ogonowski,2015-05-27T14:01:10.337000,2015!! LLIKEE!!﻿,0
723,LoL Games,2015-05-27T13:37:19.404000,Yeah! Let&#39;s start the party!﻿,0
724,snsddien,2015-05-27T13:17:02.665000,This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿,0
725,ulvi ualiyev,2015-05-27T10:49:29.568000,NICE GIRL :D﻿,0
726,TransFormersAddict11,2015-05-27T10:45:17.666000,I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
727,Brandon Richards,2015-05-27T10:35:17.730000,LMFAO!﻿,0
728,Jared Acevedo,2015-05-27T03:47:34.735000,Super awesome video<br />﻿,0
729,Paul Crowder,2015-05-27T00:34:43.591000,JUST DANCE 3 😂😂😂﻿,0
730,Paul Crowder,2015-05-27T00:33:53.183000,"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0
731,keonte moore,2015-05-27T00:25:35.792000,Party Rock<br />﻿,0
732,Paige Lebrun,2015-05-26T23:25:22.172000,"LMFAO - Party Rock Anthem ft. Lauren Bennett, Goo…: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILE﻿",0
733,EDWARD  PALMA ,2015-05-26T22:40:08.281000,This the best song i ever hire<br />﻿,0
734,breathinsoul,2015-05-26T22:21:28.011000,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0
735,lol Ippocastano,2015-05-26T20:35:37.090000,"Party rock anthem is love,party rock anthem is life﻿",0
736,lol Ippocastano,2015-05-26T20:33:36.195000,"Stop,is a very TOP 1﻿",0
737,goofygroova16,2015-05-26T20:03:52.314000,Ahhh back when my life didn&#39;t suck...﻿,0
738,Boa Hancock Amelia Caria,2015-05-26T20:03:08.241000,Party rock! XD﻿,0
739,eliška žáková,2015-05-26T19:59:04.606000,CUTE  :)﻿,0
740,Ciasteczko ;*,2015-05-26T17:56:36.413000,LMFAO best songs ever!﻿,0
741,Like👑A👑Boss (Chloe that pony lover),2015-05-26T16:56:19.780000,"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
742,FERTHEBOSS1,2015-05-26T16:54:58.587000,they Shuffle hard that they made an Earthquake in Nepal﻿,0
743,Madagascar Tropic Voyage,2015-05-26T16:02:07.100000,Nice﻿,0
744,Gulam Maulana,2015-05-26T15:46:26.833000,still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
745,Tyrone Wilson,2015-05-26T14:41:43.931000,Love this song makes me wanna dance! ﻿,0
746,Ahmed al rawahi,2015-05-26T13:14:11.830000,that time in 2011 where this shirt was cool﻿,0
747,Merle Walton,2015-05-26T12:53:14.308000,Love this video and the song of course﻿,0
748,Jenna Metchooyeah,2015-05-26T12:31:06.611000,Check out this video on YouTube:﻿,1
749,Tominke Urbančok,2015-05-26T12:29:11.663000,Very Nice !!!<br />Yeah Fucking.﻿,0
750,thebayareapimp,2015-05-26T12:04:50.454000,WELL THIS DUDES FADED THE FUCK OUT!﻿,0
751,Meneer Mandje,2015-05-26T11:51:10.891000,Ah. Good old times (:﻿,0
752,No Name Ass Fuk,2015-05-26T11:13:20.537000,old and good song﻿,0
753,hassan laidli,2015-05-26T09:23:16.049000,cool﻿,0
754,wanderer damion,2015-05-26T08:19:38.276000,not 2 million view anymore :))﻿,0
755,Jipi Trần,2015-05-26T07:16:51.245000,Good﻿,0
756,Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:﻿,1
757,Jessica Benavides ,2015-05-26T04:15:04.528000,Check out this video on YouTube:<br />﻿,1
758,ShockMinerX,2015-05-26T02:03:46.816000,Remeber the good ol&#39; days when songs weren&#39;t about butts.  ﻿,0
759,marie smith,2015-05-25T22:01:29.580000,You are the music hero😍😎﻿,0
760,Mattkrewe,2015-05-25T20:36:42.681000,i was born in the wrong generation﻿,0
761,janet rangel,2015-05-25T18:11:22.048000,Love this song makes me wanna dance! ﻿,0
762,janet rangel,2015-05-25T18:03:46.138000,Love this song makes me wanna dance! ﻿,0
763,Роза Герман,2015-05-25T17:09:31.831000,Very good! Like! :D﻿,0
764,Andy FunnyVideos,2015-05-25T16:33:18.843000,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
765,Gaven Purdin,2015-05-25T16:30:30.753000,love lmfao party rockin keep it going﻿,0
766,Martin Dushkov,2015-05-25T12:24:17.075000,Best Music Ever!!!﻿,0
767,Ernad Smailovic,2015-05-25T07:44:47.054000,Likeeee﻿,0
768,nienke de kimpe,2015-05-25T07:14:26.531000,Cool﻿,0
769,D Maw,2015-05-25T05:43:54.048000,Remeber when this song was good﻿,0
770,jesus sanchez,2015-05-25T05:37:32.023000,2015 &lt;3﻿,0
771,Chibi Chan,2015-05-25T03:11:56.180000,i want to be that robot guy...﻿,0
772,Brianna Reed,2015-05-25T03:02:02.615000,I LOVE YOUR SONGS﻿,0
773,Lemon Slices,2015-05-25T02:12:17.753000,Omg it&#39;s going to have 1bi views!﻿,0
774,Georges EIrani,2015-05-24T23:52:38.563000,Dance :)﻿,0
775,Paul Garza,2015-05-24T17:13:37.700000,Check out this video on YouTube:﻿,1
776,ignacio diaz palma,2015-05-24T16:10:47.020000,5 years... ﻿,0
777,Amanda Ludwick,2015-05-24T15:54:08.016000,cool cool cool cool cool cool cool﻿,0
778,Eliana Guzman,2015-05-24T15:47:50.071000,Wow I love it ﻿,0
779,Kenster,2015-05-24T11:54:19.170000,Who knows the name of that girl?.. and that one.. and that one...﻿,0
780,Baptiste Blomme,2015-05-24T11:35:58.714000,Why did they stop their career in music? This music rocks !﻿,0
781,Franklin Music,2015-05-24T02:53:52.667000,Very Nice !﻿,0
782,Salvador Sanchez,2015-05-24T02:28:34.605000,Why sooooo many downs?﻿,0
783,crazy girl,2015-05-23T23:26:05.305000,tension⤴︎⤴︎﻿,0
784,Sana Kashif,2015-05-23T20:55:07.056000,Nice﻿,0
785,Yuliana Andrea  Caucali Acosta,2015-05-23T18:59:07.686000,2015<br />I like video﻿,0
786,luisel Tutoriales Gameplays (luisel Tutoriales),2015-05-23T18:56:07.484000,music yeah﻿,0
787,_ OMGiTzLeo _,2015-05-23T18:15:32.442000,Like this in 2015! :D﻿,0
788,Lizz Seamore,2015-05-23T16:34:57.143000,This was such an epic track. And the video is awesome!﻿,0
789,irving echeverria,2015-05-23T16:16:34.285000,LIKKEE﻿,0
790,joann belin,2015-05-23T16:13:56.684000,give it a like﻿,1
791,Powpie Cheers,2015-05-23T13:58:07.199000,Lets party﻿,0
792,Terry Short,2015-05-23T11:46:55.624000,"Support the fight for your 4th amendment right to privacy in your home and business. Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=1m00s"">1:00</a> am this morning fighting for our Constitution.﻿",1
793,pratik patel,2015-05-23T05:28:49.504000,"mindblowing dance.,.,.superbbb song﻿",0
794,Tiona Mayo,2015-05-23T04:03:15.720000,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿,0
795,Jd Hurst,2015-05-23T01:50:08.642000,Check out this video on YouTube:﻿,1
796,Thejaynetts,2015-05-23T00:53:59.385000,Never get old ﻿,0
797,Châu Nguyễn (Michelle),2015-05-23T00:00:28.937000,I remember when this used to be so popular all around at the time.<br />I still love it.﻿,0
798,Roham 11,2015-05-22T20:42:29.523000,Strong messages in every  song I&#39;ve  heard.﻿,0
799,vipman yea,2015-05-22T19:29:46.566000,4 fucking years are fucking past so fucking fast fuck.....﻿,0
800,sok piseth,2015-05-22T17:51:58.941000,I know it old song but (like) if you watching in 2015﻿,0
801,troll face,2015-05-22T16:27:17.041000,i&#39;m watching this on summer 2015﻿,0
802,Carlos Rueda,2015-05-22T15:04:20.310000,I am going to blow my mind﻿,0
803,FunCircUS,2015-05-22T14:43:16.180000,And i´m Shufflin still today :D﻿,0
804,Waleed Khan,2015-05-22T13:54:59.712000,This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0
805,Tuấn Anh Nguyễn Tiến,2015-05-22T12:31:53.438000,1000000000 views.﻿,0
806,JR6GAMING,2015-05-22T02:08:09.304000,lets get it to 1 BILLION﻿,0
807,Mayen Dabuol,2015-05-22T01:59:18.387000,Love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿,0
808,Carol Galvan,2015-05-22T01:37:18.791000,I love this song so much﻿,0
809,Connor Mire,2015-05-21T20:47:08.673000,I&#39;m A SUBSCRIBER﻿,1
810,Connor Mire,2015-05-21T20:46:54.704000,This Song is AWESOME!!!!﻿,0
811,Lolumad66,2015-05-21T19:41:48.565000,Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
812,Nancy “Aya” Lo,2015-05-21T19:16:44.104000,I came here because of Vanoss.﻿,0
813,Tala sweet,2015-05-21T14:15:23.860000,Best song for ever💜💜😢<br />﻿,0
814,Miix_MC,2015-05-21T14:01:01.480000,epic﻿,0
815,   Berty  Winata,2015-05-21T11:41:30.117000,"I like so much this music,  good ﻿",0
816,Shirley Donoso,2015-05-21T11:34:17.696000,Beautiful song﻿,0
817,Aryan Khemka,2015-05-21T05:31:14.644000,Why do I feel like as if Gangnam style copied their song from this?!﻿,0
818,LemonSpy_,2015-05-21T03:30:25.794000,"Damn, this was everywhere﻿",0
819,Ice cream hero For AWSOMENESS!,2015-05-21T01:28:02.562000,Party time!﻿,0
820,Steven Sachel,2015-05-21T01:24:34.058000,never gets old﻿,0
821,Nick Hardison,2015-05-20T21:46:43.674000,this song is fu cking awesom!!!!!!!﻿,0
822,Angela Alor,2015-05-20T19:53:57.924000,HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿,1
823,DrPunkable,2015-05-20T17:39:26.476000,"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
824,shreyes taral,2015-05-20T16:57:09.940000,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0
825,Smile day,2015-05-20T16:17:41.577000,:)﻿,0
826,Eduardo Salgado Uresti,2015-05-20T13:16:34.752000,Thumbs up if shrek is gay 👍﻿,1
827,Marshmallow Kingdom,2015-05-20T12:40:57.549000,THUMBS UP FOR ROBO GUY BABY﻿,0
828,Marshmallow Kingdom,2015-05-20T12:39:21.201000,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0
829,Marshmallow Kingdom,2015-05-20T12:38:04.230000,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0
830,Mary McCoy,2015-05-20T12:10:42.138000,Memories﻿,0
831,Ticci TøbyyX3,2015-05-20T10:15:33.415000,I lovee it ♥﻿,0
832,Niecee Sumling,2015-05-20T07:52:09.296000,More views than nikki minaj Anaconda﻿,0
833,Dicky Tricahyadi,2015-05-20T05:49:45.161000,LMFAO IS THE BEST﻿,0
834,Daniel Cruz,2015-05-20T04:15:49.589000,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0
835,Jasmin Lopez,2015-05-20T03:52:41.589000,I like how the robot shuffles he shuffles good﻿,0
836,Blaze Blaziken,2015-05-20T03:50:29.098000,you cant stop the shuffle﻿,0
837,Maria Lopez,2015-05-20T02:07:55.736000,Dang Dat little kid gat moves﻿,0
838,uncleltr,2015-05-20T01:50:18.209000,I miss this song. 😢﻿,0
839,creeperx 945,2015-05-20T00:31:13.204000,Loves it﻿,0
